cust_id,income,age,years_with_bank,nbr_children,is_male,M_1_single,M_2_married,M_3_divorced,M_4_widowed
1362882,44071,39,9,3,0,0,1,0,0
1363107,20184,41,1,0,0,1,0,0,0
1363351,0,15,7,0,0,1,0,0,0
1362964,5779,79,9,0,0,0,1,0,0
1363147,20870,48,8,5,0,0,1,0,0
1362760,43691,68,8,0,1,0,1,0,0
1363208,2701,70,0,0,0,0,1,0,0
1363229,7701,25,4,1,1,0,1,0,0
1363004,19319,24,3,0,1,0,1,0,0
1362821,7826,18,3,0,1,1,0,0,0
1362596,0,15,0,0,0,1,0,0,0
1362617,13781,50,0,0,0,0,1,0,0
1362861,0,13,5,0,0,1,0,0,0
1363086,0,16,1,0,0,1,0,0,0
1362718,50980,51,1,1,1,0,1,0,0
1362535,26548,46,5,4,0,0,0,0,1
1363187,46712,47,7,3,0,0,0,1,0
1363269,44307,53,3,1,1,0,1,0,0
1363452,20926,70,0,0,1,0,0,0,1
1362657,27946,39,8,0,0,1,0,0,0
1363044,15895,46,6,1,0,0,1,0,0
1363126,58749,50,0,2,0,0,1,0,0
1363309,16718,23,2,1,0,0,1,0,0
1363391,15744,50,0,2,0,0,1,0,0
1362697,5848,83,3,0,0,1,0,0,0
1362983,0,15,7,0,1,1,0,0,0
1363166,26138,65,5,0,0,0,1,0,0
1363248,7154,65,5,0,1,0,1,0,0
1362758,11982,33,3,0,0,1,0,0,0
1362636,10250,69,9,0,1,1,0,0,0
1363023,31379,41,1,2,0,0,1,0,0
1363370,6700,23,2,0,1,1,0,0,0
1363492,142274,54,4,0,1,0,0,1,0
1362962,2858,83,3,0,1,0,0,0,1
1362880,0,13,5,0,1,1,0,0,0
1363227,14959,21,0,0,1,1,0,0,0
1363349,7617,43,3,2,1,0,1,0,0
1363288,41064,55,5,1,0,0,1,0,0
1362737,43710,31,1,2,0,0,0,1,0
1363084,34791,52,2,2,0,0,1,0,0
1363206,42031,32,2,0,0,1,0,0,0
1362676,7230,62,2,0,1,0,1,0,0
1363471,30015,30,0,2,1,0,1,0,0
1363145,6390,41,1,0,1,0,1,0,0
1362594,69205,53,3,2,1,0,1,0,0
1362941,18377,36,6,2,0,0,1,0,0
1362859,44592,43,3,4,1,0,1,0,0
1363410,28518,31,1,2,1,0,0,1,0
1363328,18466,31,1,2,1,0,0,1,0
1363002,40795,66,6,0,0,0,1,0,0
1362920,5781,80,0,0,0,1,0,0,0
1363267,84184,37,7,0,1,1,0,0,0
1362716,36761,55,5,1,1,0,1,0,0
1363389,1814,18,3,0,0,1,0,0,0
1363185,7353,19,4,0,1,1,0,0,0
1362512,15432,62,2,0,0,1,0,0,0
1362777,21746,30,0,3,0,0,0,0,1
1362981,16276,40,0,3,0,0,0,0,1
1362573,40798,36,6,2,1,0,1,0,0
1363450,4859,29,8,1,0,0,0,0,1
1363042,0,14,6,0,1,1,0,0,0
1362838,21460,53,2,0,0,0,1,0,0
1362899,43715,33,3,2,0,0,1,0,0
1363307,2684,26,2,0,0,1,0,0,0
1363164,24300,47,7,0,1,1,0,0,0
1363103,44307,33,3,3,1,0,1,0,0
1363490,0,15,7,0,0,1,0,0,0
1362960,57642,59,9,1,1,0,1,0,0
1362613,7005,77,7,0,0,0,0,1,0
1363429,13058,27,6,2,0,0,1,0,0
1363082,36464,32,2,0,1,1,0,0,0
1362552,8005,33,3,2,0,0,0,1,0
1362878,9848,42,2,2,0,0,1,0,0
1362817,8259,29,8,2,1,0,0,0,1
1363347,0,15,0,0,1,1,0,0,0
1363286,8423,38,4,0,0,0,1,0,0
1362939,47267,54,4,1,1,0,0,0,1
1362674,0,16,1,0,1,1,0,0,0
1362735,16986,40,0,0,0,1,0,0,0
1363408,36603,65,5,0,1,0,1,0,0
1363204,23294,51,1,1,0,0,1,0,0
1362531,44742,31,1,2,0,0,1,0,0
1363469,0,17,2,0,0,1,0,0,0
1362796,18663,39,9,3,1,0,1,0,0
1362592,65024,43,3,0,0,0,1,0,0
1363265,24843,61,1,0,1,0,1,0,0
1363326,75890,40,0,0,1,0,0,1,0
1362857,8088,84,4,0,1,1,0,0,0
1362918,17174,81,1,0,1,0,1,0,0
1362653,31641,47,7,2,0,0,1,0,0
1363387,4247,55,5,1,0,0,1,0,0
1362714,14458,49,9,0,0,0,1,0,0
1363183,46870,59,9,0,1,0,1,0,0
1362510,10800,89,9,0,0,0,1,0,0
1362775,12072,69,9,0,0,0,1,0,0
1362979,12664,55,5,1,0,0,0,0,1
1363244,20218,34,4,2,0,0,1,0,0
1363448,27239,57,7,0,1,1,0,0,0
1363040,38803,41,1,2,1,0,1,0,0
1362571,6108,19,4,0,1,1,0,0,0
1362632,49863,55,5,0,1,0,1,0,0
1362836,5920,66,6,0,0,0,0,1,0
1362897,0,17,2,0,1,1,0,0,0
1363305,23731,22,1,0,1,0,1,0,0
1363366,62234,30,0,3,0,0,1,0,0
1363101,52903,40,0,0,0,0,0,1,0
1362489,55888,35,5,2,0,0,0,1,0
1362693,2620,22,1,0,1,1,0,0,0
1362754,12158,35,5,3,0,0,0,0,1
1363427,83366,46,6,0,0,1,0,0,0
1363223,24368,33,3,3,0,0,1,0,0
1362550,0,15,0,0,1,1,0,0,0
1362611,24115,48,8,1,0,0,1,0,0
1363019,32581,33,3,2,0,0,1,0,0
1363080,0,13,5,0,0,1,0,0,0
1362815,0,17,2,0,1,1,0,0,0
1363345,54713,55,5,1,0,0,1,0,0
1363284,36614,38,5,1,1,0,0,0,1
1362937,46461,52,2,1,1,0,1,0,0
1362876,15139,63,3,0,1,0,1,0,0
1362590,2466,62,2,0,1,1,0,0,0
1362672,16319,50,0,1,0,0,1,0,0
1363059,24744,30,0,0,0,1,0,0,0
1363141,18920,51,1,0,0,1,0,0,0
1363385,2314,88,8,0,0,0,1,0,0
1362529,43829,43,3,0,0,1,0,0,0
1362508,9802,66,6,0,0,0,0,1,0
1362998,0,17,2,0,0,1,0,0,0
1363242,4431,62,2,0,1,0,0,1,0
1363467,29521,48,4,0,0,1,0,0,0
1363038,36605,40,0,1,0,0,0,0,1
1363263,13269,50,0,1,1,0,1,0,0
1362630,15864,66,6,0,0,1,0,0,0
1362855,2289,34,4,0,0,0,1,0,0
1363099,0,15,0,0,0,1,0,0,0
1363324,14795,36,6,1,0,0,0,0,1
1362895,26387,56,6,1,1,0,1,0,0
1362569,61300,50,0,2,1,0,1,0,0
1363364,15100,37,7,0,0,0,1,0,0
1363303,17875,18,3,0,0,1,0,0,0
